Last name,First name,MI/name,Regiment,Company,Place of birth,Enlistment date,Enlistment location,Residence,Age,Occupation,Marital status,Complexion,Wounded,Died in service,Muster out date,Sign name,Substitue,Substitute for,Box,Folder,Notes
Frasair,John,,30,,,3/26/1864,Bridgeport,,25,Laborer,Single,Black,,,,false,false,,1,6,possibly incorrect spelling of surname
Francis,John,,30,,"New Orleans, Louisiana",4/1/1864,Hartford,Hartford,35,Sailor,Married,Dark,,,,false,false,,1,6,
Francis,John,,29,,New Brunswick,2/1/1865,Hartford,,22,Sailor,,Black,,,,false,true,Morris W. Smith of Hartford,1,6,
Francis,Justin,,29,C.,"Hartford, Connecticut",12/14/1863,Hartford,Hartford,19,Laborer,Unmarried,Black,,,,true,false,,1,6,
Francis,Samuel,W.,30,D.,"Litchfield, Connecticut",1/25/1864,Hartford,East Hartford,31,Farmer,Married,Black,,,,true,false,,1,6,
Francis,Thomas,,29,H.,New Jersey,12/27/1863,Bridgeport,,36,Laborer,Married,Black,,,,false,false,,1,6,
Francis,William,,30,C.,"Norwich, Connecticut",1/2/1864,Norwich,,43,Farmer,,Colored,,,,false,false,,1,6,
Francis,William,,30,,"Bridgeport, Connecticut",4/5/1864,Bridgeport,,23,Laborer,Married,Black,,,,false,false,,1,6,
Frank,Alonzo,R.,29,,"Rome, New York",12/5/1863,Hartford,Canton,28,Farmer,Unmarried,Black,,,,false,false,,1,6,
Frank,Oliver,,29,F.,"New Bern, North Carolina",12/21/1863,Norwich,,25,Farmer,,Colored,,,,false,false,,1,6,
Franklin,Asa,,30,C.,"New Milford, Connecticut",12/22/1863,Bridgeport,,40,Laborer,Single,Black,,,,false,false,,1,6,
Frankiln,Henry,,29,B.,"New Haven, Connecticut",2/25/1864,Bridgeport,,22,Laborer,Single,Black,,,,true,false,,1,6,
Franklin,Henry,J.,29,K.,"New Milford, Connecticut",1/5/1864,Bridgeport,,18,Sailor,Single,Black,,,,false,false,,1,6,
Franklin,James,,29,C.,"New Haven, Connecticut",2/25/1864,New Haven,New Haven,24,Waiter,,Black,,,,true,false,,1,6,
Frazier,Alexander,,29,E.,"Sheffield, Massachusetts",12/17/1863,Bridgeport,,22,Farmer,Single,Black,,,,false,false,,1,6,
Frazier,Andrew,,29,F.,Canada,11/24/1863,Morris,,19,Farmer,,Dark,,,,true,false,,1,6,
Frazier,Richard,,30,B.,"New York, New York",1/5/1864,New London,Norwich,28,Farmer,,Dark,,,,true,false,,1,6,
Freelan,James,,30,F.,New York,2/17/1864,Bridgeport,,21,Sailor,Single,Black,,,,false,false,,1,6,
Freeman,Charles,D.,29,,Rhode Island,1/9/1865,Hartford,Hartford,18,Farmer,Unmarried,Mulatto,,,,true,false,,1,6,
Freeman,Charles,F.,31,,Connecticut,11/14/1864,Hartford,,18,Waiter,,Black,,,,false,true,Gilbert A. Filer of East Windsor,1,6,
Freeman,Crosby,,29,C.,"Woodbury, Connecticut",12/14/1863,New Haven,Woodbury,33,Farmer,,Black,,,,false,false,,1,6,
Freeman,Edward,H.,29,C.,"Litchfield, Connecticut",12/14/1863,Hartford,East Granby,21,Cook,Unmarried,Black,,,,true,false,,1,6,
Freeman,Edwin,,29,I.,"Stratford, Connecticut",1/2/1864,Bridgeport,,35,Laborer,Married,Black,,,,true,false,,1,6,
Freeman,Edwin,H.,29,,Connecticut,8/19/1864,Bridgeport,,37,Hostler,Married,Black,,,,false,false,,1,6,
Freeman,George,,29,,Virginia,9/20/1864,Hartford,,18,Hostler,,Black,,,,false,true,Anthony Burnham of East Hartford,1,6,
Freeman,George,H.,29,G.,"North Lee, Massachusetts",1/7/1864,New Haven,Groton,27,Barber,,Black,,,,true,false,,1,6,
Freeman,Henry,,29,A.,Massachusetts,11/18/1865,Hartford,Norfolk,18,Laborer,Unmarried,Black,,,,false,false,,1,6,
Freeman,Henry,,29,F.,"Huntington, Connecticut",10/9/1863,New Haven,Huntington,22,Farmer,,Black,,,,false,false,,1,6,
Freeman,Henry,A.,29,K.,"New York, New York",1/5/1864,Bridgeport,,18,Laborer,Single,Black,,,,false,false,,1,6,
Freeman,Henry,,29,G.,"Glastonbury, Connecticut",12/28/1863,Hartford,,22,Farmer,Unmarried,Black,,,,true,false,,1,6,
Freeman,Henry,H.,29,A.,"Naugatuck, Connecticut",11/23/1863,New Haven,,19,Clerk,,Black,,,,true,false,,1,6,
Freeman,Henry,R.,30,B.,"Ansonia, Connecticut",12/2/1863,Bridgeport,,21,Farmer,,Black,,,,true,false,,1,6,
Freeman,Henry,S.,30,H.,"Torrington, Connecticut",3/2/1864,Bridgeport,,44,Laborer,Married,Black,,,,false,false,,1,6,
Freeman,Horace,B.,29,I.,"Plainfield, Connecticut",1/5/1864,Norwich,,19,Blacksmith,,Colored,,,,true,false,,1,6,
Freeman,James,F.,29,A.,"Naugatuck, Connecticut",11/23/1863,New Haven,New Haven,23,Farmer,,Black,,,,false,false,,1,6,
Freeman,James,W.,29,,"Deer Park, New York",1/6/1864,Hartford,Stafford,35,Laborer,Married,Black,,,,true,false,,1,6,
Freeman,James,L.,29,,"Farmington, Connecticut",9/3/1864,Hartford,Farmington,22,Farmer,Unmarried,Black,,,,true,false,,1,6,
Freeman,John,,29,,"Lyme, Connecticut",12/29/1863,Norwich,,18,Farmer,,Colored,,,,false,false,,1,6,
Freeman,John,H.,29,A.,"Southbury, Connecticut",11/30/1863,New Haven,New Haven,33,Farmer,Married,Black,,,,true,false,,1,6,
Freeman,John,R.,29,F.,"Woodbury, Connecticut",8/21/1863,New Haven,,25,Laborer,,Mulatto,,,,true,false,two copies/ duplicate papers,1,6,
Freeman,Joseph,H. S.,29,A.,"New Haven, Connecticut",11/18/1863,New Haven,New Haven,20,Cook,,Black,,,,true,false,,1,6,
Freeman,Julius,,30,B.,"Vernon, Connecticut",12/29/1863,Hartford,Vernon,18,Farmer,Single,Colored,,,,true,false,,1,6,
Freeman,Lanson,,29,A.,Massachusetts,12/8/1863,New Haven,,18,Farmer,,Black,,,,false,false,,1,6,
Freeman,Philo,,29,A.,"Newtown, Connecticut",12/7/1863,New Haven,New haven,28,Sailor,,Black,,,,false,false,,1,6,
Freeman,Sylvester,G.,29,A.,"Sherman, Connecticut",11/18/1863,New Haven,New Haven,18,Farmer,,Black,,,,true,false,,1,6,
Freeman,Thomas,,30,D.,"Lodi, New Jersey",1/29/1864,Bridgeport,,25,Cook,Single,Black,,,,false,false,,1,6,
Freeman,William,H.,29,G.,"New York, New York",12/26/1863,New Haven,East Granby,42,Cook,,Black,,,,false,false,,1,6,
Freeman,Wilson,W.,29,B.,"Canterbury, Connecticut",12/7/1863,Norwich,Canterbury,26,Farmer,,Colored,,,,false,false,,1,6,
Fromville,Ferdinand,,29,A.,"New Bern, North Carolina",11/23/1863,New Haven,New Haven,18,Tailor,,Black,,,,false,false,,1,6,
Fry,John,,29,E.,New York,12/23/1863,Bridgeport,,24,Laborer,Single,Black,,,,true,false,,1,6,
Fry,John,A.,30,G.,"Reading, Pennsylvania",3/1/1864,Hartford,Hartford,30,Waiter,Unmarried,Black,,,,true,false,,1,6,
Fuller,Benjamin,,29,,South Carolina,9/6/1864,Bridgeport,,21,Farmer,Single,Black,,,,false,false,,1,6,
Fuller,Lloyd,,29,A.,"New Haven, Connecticut",11/27/1863,New Haven,New Haven,18,Servant,,Black,,,,true,false,,1,6,
Fuller,Robert,S.,29,A.,"New Haven, Connecticut",11/23/1863,New Haven,,23,Waiter,,Brown,,,,true,false,,1,6,
Gaihl,William,,30,C.,"Princeton, New Jersey",1/18/1864,New London,Norwich,34,Shoemaker,,Dark,,,,false,false,,1,7,
Gale,George,,29,B.,"Danbury, Connecticut",11/27/1863,Danbury,,35,Farmer,Married,Black,,,,false,false,,1,7,Gaul/Gall
Gall,Isaac,,29,B.,New York,11/27/1863,Bridgeport,,35,Farmer,Married,Black,,,,false,false,,1,7,Gaul
Garrison,Edward,,30,D.,"Greenwich, Connecticut",1/30/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,7,
Garrison,Robert,,29,G.,"Bridgetown, New Jersey",12/26/1863,Norwich,,35,Farmer,,Colored,,,,false,false,,1,7,
Gardner,Daniel,,29,B.,"Savannah, Georgia",12/9/1863,New Haven,Middletown,20,Laborer,,Black,,,,false,false,,1,7,Gardiner
Gardner,Giles,,29,A.,"Killingly, Connecticut",12/3/1863,Norwich,,21,Farmer,,Black,,,,false,false,,1,7,Gardener
Gardner,Henry,A.,29,I.,"Pittsfield, Massachusetts",1/2/1864,New Haven,Berlin,31,Laborer,,Black,,,,true,false,,1,7,
Gardner,Jeremiah,,30,H.,"Plainfield, Connecticut",12/29/1863,Hartford,Columbia,24,Farmer,Married,Black,,,,false,false,,1,7,
Garner,Henry,,30,F.,"Lake Village, Arkansas",3/28/1864,New Haven,,20,Farmer,,Black,,,,false,false,,1,7,
Garnett,William,A. H.,29,B.,Virginia,12/4/1863,New Haven,New Haven,20,Laborer,,Black,,,,false,false,,1,7,
Garrish,Nathan,,29,B.,Louisiana,8/25/1864,New Haven,,28,Laborer,,Black,,,,false,true,"William A. Austin of Waterbury, Ct",1,7,
Gaul,George,,30,D.,"Danbury, Connecticut",1/27/1864,Bridgeport,,29,Farmer,Married,Black,,,,false,false,,1,7,
Gaul,William,H.,29,C.,"New York, New York",12/1/1863,Bridgeport,,27,Farmer,,Black,,,,true,false,,1,7,
Geer,Charles,H.,29,I.,"Sterling, Connecticut",1/4/1864,Norwich,,20,Farmer,,Colored,,,,true,false,,1,7,
George,Austin,,29,F.,"Ledyard, Connecticut",3/16/1864,Norwich,,36,Sailor,,Colored,,,,true,false,,1,7,
George,William,,30,,Kentucky,3/28/1864,Hartford,Wethersfield,22,Mason,Married,Black,,,,false,false,,1,7,
Gibson,George,C.,29,I.,"New York, New York",1/5/1864,New Haven,New Haven,34,Barber,,Black,,,,true,false,,1,7,
Gibson,James,,30,C.,"Clarksville, Tennessee",1/22/1864,Norwich,,40,Cook,,Colored,,,,false,false,,1,7,
Gipson,Jacob,,29,K.,"Talbot County, Maryland",1/8/1864,New Haven,Groton,22,Cooper,,Black,,,,true,false,,1,7,
Gipson,Robert,A.,29,,New Jersey,12/12/1863,Hartford,Bloomfield,19,Laborer,Married,Black,,,,true,false,,1,7,
Gigger,Josiah,,29,I.,"Shirley, Massachusetts",1/5/1864,Hartford,Manchester,25,Farmer,Married,Black,,,,true,false,,1,7,
Gilbert,Daniel,,29,,"Philadelphia, Pennsylvania",12/16/1863,New Haven,Fairfield,30,Laborer,,Black,,,,true,false,,1,7,
Gilbert,Marshal,,30,C.,"Philadelphia, Pennsylvania",1/22/1864,New Haven,East Haven,24,Sailor,,Black,,,,true,false,,1,7,
Giles,Richard,,29,H.,"Baltimore, Maryland",12/31/1863,New Haven,New Haven,45,Laborer,,Black,,,,true,false,,1,7,
Glascow,John,A.,30,I.,"Newark, Delaware",3/4/1864,Hartford,South Windsor,46,Farmer,Umarried,Black,,,,false,false,,1,7,Glasgow/Glascow
Glascow,William,,29,G.,"Trenton, New Jersey",12/18/1863,Bridgeport,,21,Laborer,Married,Black,,,,false,false,,1,7,
Glazier,Henry,,29,G.,"Kinderhook, New York",12/24/1863,Hartford,Bloomfield,25,Farmer,Married,Black,,,,false,false,,1,7,
Glover,Jacob,,30,D.,"Harve de Grace, Maryland",2/1/1864,Hartford,Hartford,39,Laborer,Married,Mulatto,,,,false,false,,1,7,
Godfrey,Jeremiah,,29,C.,"New York, New York",12/14/1863,Bridgeport,,22,Farmer,Single,Black,,,,true,false,,1,7,
Gooden,John,,29,,"Leiperville, Delaware County",9/23/1864,New Haven,Middletown,27,Boatman,Single,Mulatto,,,,true,false,,1,7,"Leiperwell, Delaware"
Goodman,Austin,,29,B.,"Bloomfield, Connecticut",12/1/1863,Hartford,Granby,36,Farmer,Unmarried,Black,,,,false,false,,1,7,
Gordon,Henry,,30,H.,"Poughkeepsie, New York",3/3/1864,New Haven,Middletown,21,Farmer,,Black,,,,false,false,,1,7,
Gordon,Christian,H.,29,,Vera Cruze,8/31/1864,New Haven,Chatham,19,Sailor,,Black,,,,false,false,,1,7,
Gordon,William,,29,F.,"Richmond, Virginia",11/28/1863,Hartford,,18,Farmer,Single,Black,,,,false,false,,1,7,
Grain,Henry,,29,G.,"Washington, D.C.",12/26/1863,New Haven,New London,25,Laborer,,Black,,,,false,false,,1,7,
Graves,Albert,G.,29,I.,"St. George County, Delaware",1/2/1864,Norwich,,19,Mechanic,,Colored,,,,true,false,,1,7,
Graves,John,,29,,"Lewiston, New York",1/4/1864,Hartford,Manchester,21,Sailor,Single,Black,,,,false,false,,1,7,
Grames,William,,29,F.,"South Salem, New York",12/18/1863,Bridgeport,,22,Laborer,Single,Black,,,,false,false,,1,7,
Gray,Charles,H.,29,G.,Pennsylvania,12/16/1863,New Haven,Fairfield,23,Waiter,,Black,,,,false,false,,1,7,
Gray,Stephen,,29,B.,Virginia,11/28/1863,Bridgeport,,20,Laborer,,Black,,,,false,false,,1,7,
Gray,William,H.,31,,North Carolina,12/20/1864,Hartford,,22,Farmer,,Black,,,,false,true,Charles S. Fuller of Hartford,1,7,
Green,Charles,,29,G.,"Lancaster County, Pennsylvania",12/29/1863,New Haven,Bethany,32,Farmer,,Black,,,,false,false,,1,7,
Green,Charles,E.,29,,Connecticut,9/5/1864,Bridgeport,,21,Farmer,Single,Black,,,,false,false,,1,7,
Green,Charles,H.,29,G.,"Hackensack, Pennsylvania",12/29/1863,New Haven,Branford,18,Farmer,,Black,,,,false,false,,1,7,
Green,George,,29,A.,"Westchester, Pennsylvania",11/24/1863,New Haven,New Haven,21,Machinist,,Black,,,,true,false,,1,7,
Green,George,,30,D.,"York County, Pennsylvania",2/2/1864,New London,New London,24,Mariner,Single,Dark,,,,false,false,,1,7,
Green,George,,29,G.,"Stanten, Virginia",12/28/1863,New Haven,Seymour,21,Farmer,,Black,,,,false,false,,1,7,
Green,George,A.,29,K.,New York,1/5/1864,Bridgeport,,18,Farmer,Single,Black,,,,true,false,,1,7,
Green,George,E.,29,C.,"Greenwich, Connecticut",12/14/1863,Bridgeport,,22,Hostler,Single,Black,,,,true,false,,1,7,
Green,George,H.,29,F.,"Cornwall, Connecticut",12/1/1863,Cornwall,Cornwall,20,Laborer,,Black,,,,true,false,,1,7,
Green,James,H.,29,B.,"Greenwich, Connecticut",12/7/1863,Bridgeport,,22,Farmer,Single,Black,,,,true,false,,1,7,
Green,John,,30,,North Carolina,4/1/1864,Hartford,Hartford,34,Laborer,Unmarried,Black,,,,false,false,,1,7,
Green,John,,29,G.,"Staunton, Virginia",12/28/1863,New Haven,Seymour,21,Farmer,,Black,,,,false,false,,1,7,
Green,Samuel,,29,K.,North Carolina,12/31/1863,Hartford,,30,Farmer,Unmarried,Black,,,,true,false,,1,7,
Green,Simon,,29,I.,"Camden, New Jersey",1/4/1864,Bridgeport,,21,Farmer,Single,Black,,,,true,false,,1,7,
Green,William,,29,C.,"Greenwich, Connecticut",1/16/1864,Bridgeport,,25,Farmer,Married,Black,,,,true,false,,1,7,
Green,William,H.,29,,West Indies,11/29/1864,Hartford,West Hartford,20,Barber,Unmarried,Black,,,,false,false,,1,7,
Greenwood,George,,30,C.,"Dover, Delaware",1/25/1864,Norwich,,42,Laborer,,Colored,,,,false,false,,1,7,
Gregory,William,H.,29,E.,"Rye, New York",12/23/1863,Bridgeport,,18,Laborer,Single,Black,,,,false,false,,1,7,
Gregory,Thomas,,29,F.,"Rye, New York",12/24/1863,Bridgeport,,19,Laborer,Single,Black,,,,false,false,,1,7,
Grey,Needham,,29,C.,North Carolina,12/8/1863,New Haven,Cheshire,19,Farmer,Single,Black,,,,false,false,,1,7,
Griffin,Solomon,,29,,Canada,10/28/1864,Hartford,Stafford,21,Laborer,Unmarried,Black,,,,false,false,,1,7,
Griffin,Thomas,J.,29,A.,Pennsylvania,12/10/1863,New Haven,New Haven,20,Waiter,,Black,,,,true,false,,1,7,
Griffing,Alexander,,29,I.,"Philadelphia, Pennsylvania",1/2/1864,New Haven,Branford,28,Stevedore,,Black,,,,false,false,,1,7,
Grimes,John,R.,29,H.,"New Haven, Connecticut",12/30/1863,New Haven,Branford,21,Stevedore,,Black,,,,false,false,,1,7,
Groce,Cornelius,S.,29,E.,"Frederick, Maryland",12/19/1863,Hartford,Enfield,33,Barber,Married,Black,,,,true,false,,1,7,
Gulliver,Samuel,,29,A.,"Corning, New York",12/8/1863,New Haven,,18,Farmer,Unmarried,Black,,,,false,false,,1,7,
Gunn,Augustus,W.,30,,"Syracuse, New York",1/19/1864,Norwich,,19,Mechanic,,Colored,,,,true,false,,1,7,
Hall,Aaron,,29,K.,"York, Pennsylvania",1/7/1864,Norwich,,36,Waiter,,Colored,,,,true,false,,1,8,
Hall,Arthur,,29,,Toronto,11/5/1864,New Haven,,23,Seaman,,Black,,,,true,true,John H. Klock of New Haven,1,8,
Hall,Cezar,,29,H.,"Chaplin, Connecticut",12/3/1863,Norwich,,36,Farmer,,Colored,,,,true,false,,1,8,
Hall,Daniel,,30,B.,Virginia,1/11/1864,New London,,35,Farmer,,Dark,,,,false,false,,1,8,
Hall,Edward,,29,G.,"New Castle, Delaware",12/29/1863,Bridgeport,,25,Laborer,Married,Black,,,,false,false,,1,8,
Hall,Henry,,30,C.,"Indianapolis, Indiana",1/26/1864,New London,Stonington,18,Blacksmith,Single,Black,,,,false,false,,1,8,
Hall,James,W.,29,,"Fauquier, Virginia",12/26/1863,New Haven,Old Saybrook,28,Farmer,,Black,,,,false,false,,1,8,
Hall,John,H.,29,A.,"Monroe, Connecticut",12/23/1863,Bridgeport,,27,Laborer,Married,Black,,,,false,false,,1,8,
Hall,John,Q. A.,29,,"Hampton, Connecticut",12/10/1863,Norwich,,25,Farmer,,Colored,,,,true,false,,1,8,
Hall,John,W.,29,H.,"Philadelphia, Pennsylvania",1/2/1864,Norwich,,22,Barber,,Colored,,,,true,false,,1,8,
Hall,Moses,,29,,"Boston, Massachusetts",9/24/1864,Hartford,New Britain,21,Shoe Maker,Unmarried,Black,,,,true,false,,1,8,
Hall,Nimrod,,30,D.,"Markham Station, Virginia",1/29/1864,New Haven,New Haven,21,Farmer,,Black,,,,false,false,,1,8,
Hall,Samuel,,29,I.,"Harrisburg, Pennsylvania",12/31/1863,Bridgeport,,27,Laborer,Married,Black,,,,false,false,,1,8,
Hall,Stephen,,30,C.,"Baltimore, Maryland",2/6/1864,New Haven,Durham,43,Teamster,,Black,,,,false,false,,1,8,
Halstead,George,W.,29,E.,"Ridgefield, Connecticut",12/21/1863,Bridgeport,,24,Farmer,Married,Black,,,,true,false,,1,8,
Halstead,Albert,,29,E.,"Salem, New York",12/21/1863,Bridgeport,,19,Laborer,Single,Black,,,,true,false,,1,8,
Halstead,William,H.,29,B.,"New York, New York",12/8/1863,New Haven,,25,Farmer,Single,Black,,,,false,false,,1,8,
Handley,Stephen,H.,29,A.,West Indies,11/18/1863,New Haven,New Haven,18,Laborer,,Black,,,,true,false,,1,8,
Hancock,William,G.,29,I.,"New Haven, Connecticut",1/4/1864,New Haven,New Haven,26,Joiner,,Dark,,,,true,false,,1,8,
Handy,James,H.,29,G.,"Wilmington, Delaware",12/19/1863,New Haven,Bethany,25,Sailor,,Black,,,,false,false,,1,8,
Hamilton,Frank,,29,G.,"Key West, Florida",12/11/1863,Bridgeport,,21,Hostler,Single,Black,,,,false,false,,1,8,
Harrell,Henry,,29,K.,North Carolina,1/5/1864,Hartford,East Windsor,25,Laborer,Married,Black,,,,false,false,,1,8,
Harrell,Anderson,,30,D.,"Edenton, North Carolina",2/9/1864,New Haven,New Haven,21,Farmer,,Black,,,,false,false,,1,8,
Harmon,Edward,,29,K.,"Newark, Delaware",1/9/1864,New Haven,Groton,25,Farmer,,Black,,,,false,false,,1,8,
Harman,William,D.,30,C.,"Newark, Delaware",1/27/1864,New Haven,New Haven,18,Waiter,,Black,,,,true,false,,1,8,
Harkaum,Joseph,,30,B.,"Windham, Connecticut",1/11/1864,Norwich,,19,Farmer,,Black,,,,true,false,,1,8,
Hardon,Albert,,30,F.,"Louisville, Kentucky",3/28/1864,New Haven,,25,Tobacconist,,Black,,,,false,false,,1,8,
Hardin,Wilkin,,29,K.,"Christina, Delaware",1/7/1864,New Haven,Durham,26,Farmer,,Black,,,,true,false,,1,8,
Harden,John,,29,B.,"New Jersey, New Jersey",12/9/1863,Bridgeport,,46,Laborer,Single,Black,,,,false,false,,1,8,
Hannibal,William,,30,D.,"Long Island, New York",1/28/1864,Bridgeport,,43,Laborer,Married,Black,,,,false,false,,1,8,
Hanes,Joseph,,29,G.,"Hartford, Connecticut",12/29/1863,New Haven,,23,Barber,,Black,,,,true,false,,1,8,
Harry,Augustus,,29,,Rhode Island,8/15/1864,Norwich,,32,Sailor,,Colored,,,,false,true,Amos Stanton of Groton,1,8,
Harris,William,F.,29,E.,"Rocky Hill, New Jersey",12/23/1863,Norwich,,32,Farmer,,Colored,,,,false,false,,1,8,
Harrison,William,,30,D.,Canada,3/15/1864,Hartford,Windsor,20,Gasmaker,Unmarried,Black,,,,false,false,,1,8,
Harry,Samuel,,31,,Canada,12/29/1864,Hartford,,21,Waiter,,Mulatto,,,,true,true,Nelson Winslow of Hartford,1,8,
Harris,Robert,,30,D.,Delaware,1/29/1864,New London,Hartford,21,Farmer,Single,Black,,,,false,false,,1,8,
Harris,Peter,,29,F.,"Charles City, Virginia",12/21/1863,Hartford,Enfield,20,Mechanic,Unmarried,Black,,,,false,false,,1,8,
Harris,Peter,,29,,Mexico,1/22/1864,Norwich,,22,Sailor,,Colored,,,,false,false,,1,8,
Harris,Nicholas,,29,G.,"New Milford, New Jersey",12/24/1863,Bridgeport,,20,Farmer,Single,Black,,,,true,false,,1,8,
Harris,Luther,,29,I.,"Fairfax County, Virginia",1/5/1864,New Haven,,18,Farmer,,Black,,,,false,false,,1,8,
Harris,John,,30,C.,"Patterson, New Jersey",12/30/1863,New Haven,Mansfield,21,Sailor,,Black,,,,false,false,,1,8,
Harris,Leven,,30,F.,Maryland,4/2/1864,Bridgeport,,30,Laborer,Single,Black,,,,false,false,,1,8,
Harris,Frank,,30,D.,"Wilkesboro, North Carolina",2/9/1864,New Haven,New Haven,31,Painter,,Black,,,,false,false,,1,8,
Harvey,Therdore,H.,29,,"New York, New York",1/4/1864,New Haven,Watertown,28,Sail Maker,,Black,,,,false,false,,1,8,
Hart,William,W.,29,H.,"Portchester, New York",12/14/1863,New Haven,Orange,17,Laborer,,Black,,,,true,false,,1,8,
Hart,John,H.,30,D.,"Bristol, Connecticut",2/1/1864,Hartford,Bristol,19,Farmer,Single,Black,,,,true,false,,1,8,
Heart,Charles,H.,30,B.,"Philadelphia, Pennsylvania",1/13/1864,New Haven,Hartford,21,Waiter,,Black,,,,true,false,,1,8,
Harrison,Sanford,,29,I.,"Richmond, Virginia",1/4/1864,New Haven,Killingworth,17,Waiter,,Black,,,,false,false,,1,8,
Harrison,Dewitt,,29,K.,"Elmira, New York",1/9/1864,New Haven,East Haven,18,Waiter,,Black,,,,true,false,,1,8,
Harrison,Charles,,29,,Canada,12/5/1864,Bridgeport,,25,Seaman,Single,Black,,,,false,false,,1,8,
Hawley,James,,29,,"Bridgeport, Connecticut",1/8/1864,Bridgeport,,30,Boatman,Married,Black,,,,false,false,,1,8,
Hawley,Augustus,,29,A.,"Kingston, New York",11/23/1863,New Haven,New Haven,24,Barber,,Black,,,,true,false,,1,8,
Hawley,Aaron,,29,C.,"Redding, Connecticut",12/14/1863,New Haven,Woodbury,40,Farmer,,Black,,,,false,false,,1,8,
Hawkins,William,H.,29,K.,"New Brunswick, New Jersey",1/4/1864,Bridgeport,,18,Laborer,Single,Black,,,,false,false,,1,8,
Hawkins,Allen,,30,C.,"Montgomery, Alabama",1/12/1864,Norwich,,18,Farmer,,Colored,,,,false,false,,1,8,
Havelon,George,,29,I.,"Sussex County, Delaware",1/5/1864,New Haven,Hamden,25,Farmer,,Black,,,,true,false,,1,8,Havelow
Haufman,Ledder,,30,D.,"Louisville, Kentucky",3/28/1864,New Haven,Chester,20,Farmer,,Black,,,,false,false,,1,8,
Hathaway,William,,29,F.,"Middletown, New York",12/19/1863,Bridgeport,,33,Whitewasher,Married,Black,,,,false,false,,1,8,
Hasbrook,David,,29,C.,"Burlingham, New York",12/4/1863,Hartford,Canton,28,Shoemaker,Married,Black,,,,false,false,,1,8,
Hawley,Orrin,,29,C.,"Redding, Connecticut",12/14/1863,New Haven,Woodbury,40,Farmer,,Black,,,,false,false,,1,8,
Hawley,William,F.,29,A.,"Bridgeport, Connecticut",11/27/1863,New Haven,New Haven,18,Hostler,,Black,,,,true,false,,1,8,
Hayes,Moses,H.,29,A.,"Bridgeport, Connecticut",12/7/1863,New Haven,Bridgeport,22,Waiter,Not Married,Black,,,,false,false,,1,8,
Hazard,Edward,,29,,"Canton, Connecticut",8/20/1864,New Haven,,18,Farmer,,Black,,,,false,false,,1,8,
Hazzard,Lewis,,29,G.,"Winchester, Connecticut",1/5/1864,Hartford,Glastonbury,24,Farmer,Unmarried,Black,,,,true,false,,1,8,
Hazard,William,,29,B.,"Griswold, Connecticut",12/7/1863,Norwich,,18,Farmer,,Colored,,,,false,false,,1,8,
Heacock,Richard,,29,K.,"Fishkill, New York",1/5/1864,Bridgeport,,44,Sailor,Married,Black,,,,false,false,,1,8,
Hector,David,,30,D.,"Sharon, Connecticut",2/12/1864,Bridgeport,,44,Farmer,Married,Black,,,,false,false,,1,8,
Hector,George,H.,29,H.,"Kent, Connecticut",12/31/1863,New Haven,Bristol,22,Farmer,,Black,,,,false,false,,1,8,
Hector,James,,29,,New Brunswick,8/23/1864,Norwich,,18,Laborer,,Colored,,,,true,true,"Judah S. Hall of Lyme, New London County",1,8,
Hempstead,James,M.,29,I.,"Shelter Island, Long Island New York",1/4/1864,New Haven,Milford,27,Farmer,,Black,,,,true,false,,1,8,
Hendric,John,,31,,Canada,11/18/1864,New Haven,,28,Hostler,,Black,,,,false,true,"Charles F. Warner of Orange, Ct",1,8,
Hendrick,George,,29,E.,"Simsbury, Connecticut",12/15/1863,Hartford,Hartford,21,Coachman,Unmarried,Black,,,,true,false,,1,8,
Henry,Alexander,,30,F.,"New Orleans, Louisiana",2/24/1864,New Haven,Seymour,18,Waiter,,Black,,,,false,false,,1,8,
Henry,Theodore,,29,,Massachusetts,12/17/1864,Hartford,,21,Barber,Unmarried,Black,,,,true,false,,1,8,
Henry,Mingo,,30,G.,"Beaufort, North Carolina",12/26/1863,Hartford,Bloomfield,18,Laborer,Unmarried,Black,,,,false,false,,1,8,
Henry,William,E.,29,A.,Maryland,12/4/1863,New Haven,,29,Laborer,Married,Black,,,,false,false,,1,8,
Henry,William,,29,,"Springfield, Ohio",8/26/1864,New Haven,Wallingford,23,Farmer,,Dark,,,,false,false,,1,8,
Hensen,James,,30,C.,"Newark, Delaware",1/12/1864,New Haven,Hartford,22,Farmer,,Black,,,,false,false,,1,8,
Henson,Frank,,29,,"Washington, Maryland",6/10/1864,New Haven,Cheshire,19,Farmer,,Black,,,,false,false,,1,8,
Henson,Moses,,29,E.,"Adams County, Pennsylvania",12/18/1863,Hartford,Hartford,32,Laborer,,Black,,,,false,false,,1,8,
Henson,Samuel,,29,H.,Maryland,12/28/1863,New Haven,New Haven,36,Farmer,,Black,,,,true,false,,1,8,
Hyde,Joseph,,29,B.,"Colchester, Connecticut",12/9/1863,Norwich,,20,Farmer,,Colored,,,,false,false,,1,8,
Hyde,David,,29,G.,"Baltimore, New York",12/24/1863,Hartford,,25,Farmer,,Black,,,,false,false,,1,8,
Hyde,Charles,,30,,"Colchester, Connecticut",3/14/1864,New Haven,Essex,23,Sailor,Single,Black,,,,true,false,,1,8,
